,AMM,AMO,NAO,Nino_1_2,Nino_3,Nino_4,Nino3_4,PNA,SOI,TNA,TSA,IOD,PDO
5/1/1977,-0.08,-0.183,-0.75,-0.92,-0.38,-0.35,-0.21,-0.56,-0.8,-0.07,-0.05,-0.341,0.31
6/1/1977,0.03,-0.12,-0.27,-0.61,-0.19,-0.17,0.01,0.57,-1.5,0.05,-0.09,-0.095,0.42
7/1/1977,-0.85,-0.119,-0.42,-0.5,-0.23,-0.06,0.09,-1.04,-1.9,-0.14,-0.14,-0.171,0.19
8/1/1977,-1.73,-0.158,-0.49,-0.9,-0.38,-0.08,-0.01,2.2,-1.3,-0.28,0.01,-0.26,0.64
9/1/1977,-2.02,-0.245,0.51,-1.11,-0.03,0.19,0.4,-0.72,-1.3,-0.24,0.03,-0.259,-0.55
10/1/1977,-2.41,-0.237,1.08,-0.47,0.27,0.28,0.63,1.25,-1.7,-0.24,-0.09,0.245,-0.61
11/1/1977,-2.4,-0.156,-0.21,-0.47,0.19,0.32,0.48,-0.22,-2.1,-0.26,-0.08,-0.127,-0.72
12/1/1977,-1.95,-0.218,-1.02,-0.55,0.25,0.41,0.7,-0.8,-1.7,-0.15,-0.07,-0.02,-0.69
1/1/1978,0.23,-0.119,0.26,-0.41,0.14,0.4,0.62,0.13,-0.5,0.11,-0.19,-0.64,0.34
2/1/1978,2,-0.16,-2.94,-0.4,0,0.19,0.25,1.4,-4.4,0.2,-0.29,-0.53,1.45
3/1/1978,3.2,-0.171,0.33,-1.21,-0.46,-0.14,-0.2,-0.18,-0.3,0.25,-0.45,-0.582,1.34
4/1/1978,3.8,-0.208,-1.42,-0.77,-0.94,-0.59,-0.7,-0.19,-0.5,0.26,-0.65,-0.214,1.29
5/1/1978,2.05,-0.217,1.05,-1.25,-1.15,-0.4,-0.74,-0.73,2.2,0.08,-0.64,-0.533,0.9
6/1/1978,-0.39,-0.346,1.7,-1.18,-0.97,-0.56,-0.71,-0.92,1.1,-0.14,-0.47,-0.174,0.15
7/1/1978,-1.32,-0.289,-1.11,-0.94,-0.86,-0.62,-0.55,-2.43,0.9,-0.33,-0.08,-0.107,-1.24
8/1/1978,-0.54,-0.24,0.7,-1.37,-1.02,-0.59,-0.79,0.02,0.7,-0.33,-0.2,-0.224,-0.56
9/1/1978,0.17,-0.203,0.6,-0.88,-0.72,-0.48,-0.71,1.38,0.1,-0.21,-0.35,-0.261,-0.44
10/1/1978,0.51,-0.22,2.61,-0.96,-0.41,-0.56,-0.46,0.69,-0.6,0.08,-0.38,-0.502,0.1
11/1/1978,0.05,-0.132,3.06,-0.04,-0.31,-0.39,-0.38,-0.48,0,0.01,-0.43,-0.458,-0.07
12/1/1978,-1.09,-0.195,-1.54,0.09,0.01,-0.17,-0.06,-1.02,-0.1,-0.19,-0.16,-0.26,-0.43
1/1/1979,1.15,-0.205,-2.12,0.16,-0.32,0.04,-0.13,-1.54,-0.7,0.17,-0.16,0.317,-0.58
2/1/1979,2.5,-0.164,-1.2,-0.58,-0.29,-0.11,-0.22,-2.73,1.6,0.28,-0.24,-0.158,-1.33
3/1/1979,2.37,-0.241,0.41,-0.58,-0.06,-0.02,-0.02,0.08,0.2,0.15,-0.31,-0.034,0.3
4/1/1979,2.16,-0.25,-2.01,0.15,0.07,-0.02,0.02,-0.15,-0.2,0.29,0.01,-0.207,0.89
5/1/1979,2.42,-0.13,-0.9,-0.13,-0.05,-0.18,-0.25,1.27,0.8,0.35,0.07,-0.444,1.09
6/1/1979,1.96,-0.055,1.92,0.16,-0.15,-0.24,-0.29,-1.64,1.1,0.42,0.1,0.108,0.17
7/1/1979,1.16,-0.107,0.86,-0.26,-0.31,-0.2,-0.47,0.51,2.2,0.28,0.14,-0.315,0.84
8/1/1979,-0.42,-0.128,1.11,-0.07,0.13,-0.45,-0.1,0.67,-0.3,0.08,0.27,-0.226,0.52
9/1/1979,-0.89,-0.122,1.13,0.43,0.58,-0.29,0.28,1.02,0.2,0.1,0.29,-0.28,1
10/1/1979,-0.26,-0.1,0.18,0.45,0.44,-0.18,0.11,1.85,-0.2,0.1,0.05,-0.314,1.06
11/1/1979,0.08,-0.098,0.42,0.14,0.39,0.12,0.29,0.51,-0.7,0.11,0.06,-0.251,0.48
12/1/1979,0.89,-0.072,0.84,-0.08,0.43,0.29,0.52,-0.68,-1.2,0.26,-0.02,-0.101,-0.42
1/1/1980,2.99,-0.014,-1.38,-0.25,0.38,0.37,0.54,-1.01,0.7,0.4,-0.15,-0.158,-0.11
2/1/1980,3.35,-0.091,-0.39,-0.42,0.03,0.36,0.22,2.03,0.5,0.41,-0.34,-0.2,1.32
3/1/1980,3.01,-0.151,-0.73,-0.01,-0.18,0.19,0.03,-0.64,-0.7,0.17,-0.26,-0.417,1.09
4/1/1980,4.19,-0.013,1.26,0,-0.2,0.14,-0.07,1.66,-1,0.56,-0.11,-0.095,1.49
5/1/1980,5.1,0.117,-1.34,-0.43,-0.15,0.26,0.08,-0.16,0,0.71,-0.04,-0.066,1.2
6/1/1980,3.64,0.096,-0.07,-0.36,0.08,0.16,0.21,-0.81,0,0.47,-0.08,-0.382,-0.22
7/1/1980,1.53,0.038,-0.39,-0.84,-0.23,0.02,-0.06,-0.81,-0.1,0.19,-0.06,-0.661,0.23
8/1/1980,1.73,0.011,-3.01,-0.48,-0.34,-0.29,-0.38,-2.03,0.6,0.29,0.03,-0.822,0.51
9/1/1980,0.89,-0.02,0.79,-0.3,-0.18,-0.27,-0.28,-0.08,-0.8,0.21,0.11,-0.745,0.1
10/1/1980,0.22,-0.074,-1.41,-0.5,-0.42,-0.02,-0.26,2.87,0,0.05,-0.03,-0.657,1.35
11/1/1980,0.68,-0.209,-0.52,-0.41,-0.1,-0.02,-0.1,1.28,-0.6,0.03,-0.25,-0.417,0.37
12/1/1980,0.75,-0.261,0.63,-0.4,0.01,-0.03,0.05,-0.57,-0.1,-0.02,-0.59,-0.483,-0.1
1/1/1981,1.72,-0.189,-0.08,-1.5,-0.71,-0.13,-0.36,2.46,0.6,0.27,-0.27,-0.201,0.59
2/1/1981,2.78,-0.188,0.6,-1.17,-0.88,-0.17,-0.64,0.21,-0.3,0.16,-0.47,-0.024,1.46
3/1/1981,5.09,-0.007,-1.65,-0.55,-0.59,-0.17,-0.64,1.27,-2.1,0.6,-0.64,0.027,0.99
4/1/1981,4.03,-0.103,0.25,-0.73,-0.52,-0.52,-0.53,-1.23,-0.2,0.34,-0.52,0.092,1.45
5/1/1981,3.68,-0.091,0.24,-0.77,-0.54,-0.56,-0.57,1.83,1.3,0.36,-0.4,-0.018,1.75
6/1/1981,2.19,-0.07,-0.15,-0.63,-0.43,-0.59,-0.46,-0.1,2,0.18,-0.22,-0.24,1.69
7/1/1981,1.41,-0.102,0.08,-0.89,-0.6,-0.73,-0.64,-1.02,1.4,0.15,-0.23,-0.56,0.84
8/1/1981,0.32,-0.123,0.38,-1.13,-0.73,-0.71,-0.53,-1.54,1.2,0.09,0.12,-0.628,0.18
9/1/1981,0.02,-0.044,-1.27,-0.79,-0.23,-0.4,-0.19,0.08,0.5,0.14,0.2,-0.757,0.42
10/1/1981,-0.9,-0.194,-0.96,-0.57,-0.18,-0.38,-0.3,-1.43,-0.6,0.04,0.35,-0.606,0.18
11/1/1981,-0.17,-0.144,-0.53,-0.46,-0.41,-0.31,-0.41,1.19,0.3,0.13,0.26,-0.328,0.8
12/1/1981,1.91,-0.014,-0.11,-0.18,-0.05,-0.09,-0.2,-0.42,0.8,0.27,0.1,-0.019,0.67
1/1/1982,0.37,-0.089,-1.55,-0.26,0.2,-0.03,0.13,-1.75,2,0.19,0.03,0.144,0.34
2/1/1982,-0.22,-0.086,0.86,-0.79,0,-0.18,-0.17,-1.2,0.4,-0.07,-0.2,0.166,0.2
3/1/1982,-0.45,-0.088,0.8,-1.29,-0.1,0.07,0.13,-1.66,1,-0.07,-0.21,0.054,0.19
4/1/1982,-0.68,-0.19,-0.04,-0.81,-0.01,0.33,0.21,-2.08,0.1,-0.16,-0.35,0.119,-0.19
5/1/1982,0.31,-0.199,-0.44,-0.31,0.39,0.39,0.45,-0.53,-0.6,-0.03,-0.37,0.223,-0.58
6/1/1982,-0.3,-0.192,-1.34,0.13,0.54,0.45,0.53,2.17,-1.7,-0.15,-0.45,0.255,-0.78
7/1/1982,-0.92,-0.236,1.18,0.47,0.41,0.13,0.37,0.49,-2.5,-0.27,-0.44,0.265,0.58
8/1/1982,-0.75,-0.317,0.21,0.8,0.95,0.09,0.73,0.31,-2.9,-0.3,-0.57,0.256,0.39
9/1/1982,-2.21,-0.315,1.86,1.31,1.89,0.33,1.49,0.83,-2.9,-0.28,-0.31,0.442,0.84
10/1/1982,-3.12,-0.379,-0.29,1.81,2.3,0.67,1.99,-0.86,-2.8,-0.34,-0.11,0.623,0.37
